KUK_ID,class,FileName,FolderPath,subcorpus,DocumentTitle,Readability,ClarityPursuit,SyllogismBased,SourceDB,target_fpath
66b36e1cc6537d54ff060107,good,invalidní důchod_1399-23_přepis,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/invalidní důchod_1399-23_přepis.txt
66b36e1cc6537d54ff060108,good,invalidní důchod_1399-23_původní,data/KUKY/TXT,KUKY,,high,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/invalidní důchod_1399-23_původní.txt
66cf572fc6537d54ff061ff6,good,sluzebni_hodnoceni_prepis,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/sluzebni_hodnoceni_prepis.txt
66cf572fc6537d54ff061ff7,bad,sluzebni_hodnoceni_puvodni,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/sluzebni_hodnoceni_puvodni.txt
66cf572fc6537d54ff061ff8,good,srazky_z_duchodu_prepis,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/srazky_z_duchodu_prepis.txt
66cf572fc6537d54ff061ff9,bad,srazky_z_duchodu_puvodni,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/srazky_z_duchodu_puvodni.txt
66583971c6537d54ff05f0c8,bad,025010As__2300064_20240523091704,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/025010As__2300064_20240523091704.txt
671a2e57c6537d54ff0626ed,good,scott vs harris,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/scott vs harris.txt
671a2e57c6537d54ff0626ee,good,Tucker vs Southwestern,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Tucker vs Southwestern .txt
671a2e57c6537d54ff0626ef,good,MATTEL INC v,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/MATTEL INC v.txt
67476b48c6537d54ff063934,bad,NSS_645198,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_645198.txt
67476b48c6537d54ff063935,bad,NSS_645280,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_645280.txt
67476b48c6537d54ff063936,bad,NSS_645279,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_645279.txt
67476b48c6537d54ff063937,bad,NSS_645661,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_645661.txt
67476b48c6537d54ff06393e,bad,NSS_708496,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_708496.txt
67476b48c6537d54ff06393c,bad,NSS_708487,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_708487.txt
67476b48c6537d54ff06393b,bad,NSS_708170,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_708170.txt
67476b48c6537d54ff063941,bad,NSS_674583,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_674583.txt
67476b48c6537d54ff063944,bad,NSS_645239,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/NSS_645239.txt
677e929cc6537d54ff06509c,good,33 Cdo 30_2024,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/33 Cdo 30_2024.txt
67843083c6537d54ff06516b,bad,7-Co-1752-2016-Vyber-judikatury,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/7-Co-1752-2016-Vyber-judikatury.txt
67843083c6537d54ff06516c,bad,35-C-296-2023-68-www-justice-cz,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/35-C-296-2023-68-www-justice-cz.txt
67843083c6537d54ff06516d,bad,25-C-205-2023-79-www-justice-cz,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/25-C-205-2023-79-www-justice-cz.txt
67843084c6537d54ff06516e,bad,8-A-149-2019-99-www-nssoud-cz,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/8-A-149-2019-99-www-nssoud-cz.txt
67843084c6537d54ff06516f,bad,36-C-315-2022-28-www-justice-cz,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/36-C-315-2022-28-www-justice-cz.txt
67843084c6537d54ff065171,bad,Justice.cz___50_C_6_2020-37,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Justice.cz___50_C_6_2020-37.txt
67843084c6537d54ff065170,bad,Justice.cz___11_C_339_2024-31,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Justice.cz___11_C_339_2024-31.txt
678430cbc6537d54ff065173,bad,32-A-6-2021-28-www-nssoud-cz,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/32-A-6-2021-28-www-nssoud-cz.txt
67855b52c6537d54ff065188,bad,Krajsky urad_rozhodnuti zmocneni,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Krajsky urad_rozhodnuti zmocneni.txt
67855b52c6537d54ff065189,bad,Krajsky urad_usneseni necinnost,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Krajsky urad_usneseni necinnost.txt
67855b52c6537d54ff06518a,good,Obecni urad_rozhodnuti zadost dle 106pdf,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Obecni urad_rozhodnuti zadost dle 106pdf.txt
67855b52c6537d54ff06518b,bad,Odbor zivotniho prostredi_rozhodnuti,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Odbor zivotniho prostredi_rozhodnuti.txt
67855b52c6537d54ff06518c,good,Pravni rada_kanalizace,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Pravni rada_kanalizace.txt
67855b52c6537d54ff06518d,bad,Pravni rada_oddluzeni,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Pravni rada_oddluzeni.txt
67855b52c6537d54ff06518f,bad,Pravni rada_kompenzacni bonus,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Pravni rada_kompenzacni bonus.txt
67855b52c6537d54ff06518e,good,Pravni rada_najemne,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Pravni rada_najemne.txt
67855b52c6537d54ff065190,bad,Pravni rada_myslivecky sbor,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Pravni rada_myslivecky sbor.txt
67855b52c6537d54ff065192,bad,Urad mestske casti_rozhodnuti trvaly pobyt,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Urad mestske casti_rozhodnuti trvaly pobyt.txt
67855b52c6537d54ff065191,bad,Urad mestske casti_enviro stanovisko,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Urad mestske casti_enviro stanovisko.txt
67855b52c6537d54ff065194,bad,Pravni rada_uver SVJ,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Pravni rada_uver SVJ.txt
67855b52c6537d54ff065193,good,Pravni rada_zadost nemocnici,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Pravni rada_zadost nemocnici.txt
678563ecc6537d54ff0651bc,bad,33 Cdo 3794_2023,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/33 Cdo 3794_2023.txt
678563ecc6537d54ff0651bd,bad,33 Cdo 1756_2023,data/KUKY/TXT,KUKY,,low,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/33 Cdo 1756_2023.txt
678563edc6537d54ff0651be,bad,33 cdo 1141_2017,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/33 cdo 1141_2017.txt
678563edc6537d54ff0651bf,bad,27 cdo 935_2022,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/27 cdo 935_2022.txt
678563edc6537d54ff0651c0,bad,29 nd 243_2018,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/29 nd 243_2018.txt
678563edc6537d54ff0651c2,bad,29 icdo 118_2020,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/29 icdo 118_2020.txt
678563edc6537d54ff0651c1,bad,30 cdo 1339_2022,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/30 cdo 1339_2022.txt
678563edc6537d54ff0651c4,bad,22 cdo 2827_2018,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/22 cdo 2827_2018.txt
678563edc6537d54ff0651c5,bad,26 cdo 1984_2018,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/26 cdo 1984_2018.txt
678563edc6537d54ff0651c3,bad,27 cdo 2805_2021,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/27 cdo 2805_2021.txt
678563edc6537d54ff0651c6,bad,27 cdo 544_2023,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/27 cdo 544_2023.txt
678563edc6537d54ff0651c8,bad,8 tz 60_2022,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/8 tz 60_2022.txt
678563edc6537d54ff0651c7,bad,7 Tdo 607_2023,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/7 Tdo 607_2023.txt
678563edc6537d54ff0651c9,bad,23 cdo 2938_2020,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/23 cdo 2938_2020.txt
67895a5bc6537d54ff065612,bad,VTK_1As153-2023,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/VTK_1As153-2023.txt
67895a5bc6537d54ff065613,bad,VTK_10As1-2020,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/VTK_10As1-2020.txt
67895a5bc6537d54ff065614,bad,VTK_1As278-2024,data/KUKY/TXT,KUKY,,medium,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/VTK_1As278-2024.txt
67895a5bc6537d54ff065615,bad,VTK_10Azs459-2021,data/KUKY/TXT,KUKY,,medium,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/VTK_10Azs459-2021.txt
67895a5bc6537d54ff065616,good,VTK_10Azs108-201521,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/VTK_10Azs108-201521.txt
66cf51f7c6537d54ff061fbf,good,Mestsky_urad__Vyzva_k_odstraneni_trabanta,data/KUKY/TXT,KUKY,,high,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad__Vyzva_k_odstraneni_trabanta.txt
66cf51f7c6537d54ff061fc0,good,Mestsky_urad_Vyhlaseni_zameru_vypujcky_casti_pozemku_anonym_rev,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Vyhlaseni_zameru_vypujcky_casti_pozemku_anonym_rev.txt
66cf51f7c6537d54ff061fc2,good,Mestsky_urad_Rozhodnuti_o_odneti_trvaleho_pobytu_PRED,data/KUKY/TXT,KUKY,,high,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Rozhodnuti_o_odneti_trvaleho_pobytu_PRED.txt
66cf51f7c6537d54ff061fc1,good,Mestsky_urad_kontrola_po,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_kontrola_po.txt
66cf51f7c6537d54ff061fc3,good,Mestsky_urad_kontrola_pred,data/KUKY/TXT,KUKY,,high,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_kontrola_pred.txt
66cf51f7c6537d54ff061fc4,good,Mestsky_urad_Rozhodnuti_o_odneti_trvaleho_pobytu_PO,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Rozhodnuti_o_odneti_trvaleho_pobytu_PO.txt
66cf51f7c6537d54ff061fc5,good,Mestsky_urad_Vyhlaseni_zameru_vypujcky_casti_pozemku_anonym,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Vyhlaseni_zameru_vypujcky_casti_pozemku_anonym.txt
66cf51f7c6537d54ff061fc6,good,Mestsky_urad_vyzva_prestupek_po,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_vyzva_prestupek_po.txt
66cf51f7c6537d54ff061fc7,good,Mestsky_urad_komunalni_poplatek_platebni_vymer_po,data/KUKY/TXT,KUKY,,high,,True,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_komunalni_poplatek_platebni_vymer_po.txt
66cf51f7c6537d54ff061fc8,good,Mestsky_urad_vyzva_prestupek_pred,data/KUKY/TXT,KUKY,,high,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_vyzva_prestupek_pred.txt
66cf51f7c6537d54ff061fc9,good,MV_KUVK_stiznost,data/KUKY/TXT,KUKY,,high,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/MV_KUVK_stiznost.txt
66cf51f7c6537d54ff061fca,good,Mestsky_urad_Zruseni_TP_2_puvodni,data/KUKY/TXT,KUKY,,high,,False,SourceDB,corpora_selected_txt/KUK_1.0/data/KUKY/TXT/Mestsky_urad_Zruseni_TP_2_puvodni.txt
