KUK_ID,FileName,FileFormat,FolderPath,subcorpus,SourceDB,SourceID,DocumentTitle,ClarityPursuit,Readability,SyllogismBased,DocumentVersion,ParentDocumentID,LegalActType,Objectivity,Bindingness,AuthorType,RecipientType,RecipientIndividuation,Anonymized,Recipient Type,class
66082017c6537d54ff05e15d,zaloba-2_kusv,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Redesign,66082017c6537d54ff05e15e,individual,persuasive,FALSE,authority,combined,public,On-site anonymization,NA,good
66082017c6537d54ff05e15e,zaloba-1_orig,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,persuasive,FALSE,authority,combined,public,On-site anonymization,NA,bad
66082017c6537d54ff05e15f,ockovani-3_orig,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,low,false,Original,NA,individual,quasiobjective,FALSE,authority,combined,public,Anonymized by source,NA,bad
66082017c6537d54ff05e160,stavarska-2_orig,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,low,false,Original,NA,individual,quasiobjective,FALSE,authority,combined,public,Anonymized by source,NA,bad
6611a64cc6537d54ff05e661,Dopis vysvětlující dopis klientovi rev,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Redesign,6611a64cc6537d54ff05e662,individual,quasiobjective,FALSE,authority,natural person,individual,Anonymized by source,NA,good
6611a64cc6537d54ff05e662,Dopis vysvětlující dopis klientovi,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,FALSE,authority,natural person,individual,On-site anonymization,NA,bad
6611a64cc6537d54ff05e663,Dopis ID_dluh_jinak,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Redesign,6611a64cc6537d54ff05e668,individual,quasiobjective,FALSE,authority,natural person,individual,Anonymized by source,NA,good
6611a64cc6537d54ff05e664,Rozhodnutí odboj,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,NA,Original,NA,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,bad
6611a64cc6537d54ff05e665,Dopis_studentské_brigády_jinak,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Redesign,6611a64cc6537d54ff05e667,individual,quasiobjective,FALSE,authority,natural person,individual,Anonymized by source,NA,good
6611a64cc6537d54ff05e666,Rozhodnutí odboj_jinak_Novák,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,NA,Redesign,6611a64cc6537d54ff05e664,individual,quasiobjective,TRUE,authority,natural person,individual,Anonymized by source,NA,good
6611a64cc6537d54ff05e668,Dopis ID_dluh,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,FALSE,authority,natural person,individual,Anonymized by source,NA,bad
6611a64cc6537d54ff05e667,Dopis_studentské brigády,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,low,false,Original,NA,individual,quasiobjective,FALSE,authority,natural person,individual,Anonymized by source,NA,bad
66608bb6c6537d54ff05f100,UOOUOsobniUdajePotom,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66608bc0c6537d54ff05f101,individual,NA,NA,NA,NA,NA,On-site anonymization,NA,good
66608bc0c6537d54ff05f101,UOOUOsobniUdajePuvodne,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,NA,NA,NA,NA,NA,On-site anonymization,NA,bad
66ab4dccc6537d54ff05fd18,09_Zastoupeni_CD_JSm,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66ab4dccc6537d54ff05fd1b,KVOP_zprava_invalidni_duchod_přepis,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66ab4dccc6537d54ff05fd21,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,good
66ab4dccc6537d54ff05fd1a,230711_Insolvence,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,persuasive,FALSE,NA,legal person,individual,On-site anonymization,NA,good
66ab4dccc6537d54ff05fd1d,KVOP_19_Stavarska_zprava_JSm,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,good
66ab4dccc6537d54ff05fd1e,MV_Odneti_trvaleho_pobytu_Kru_orig,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66ab4dccc6537d54ff05fd21,KVOP_zprava_invalidní_duchod_puv,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,low,false,Original,NA,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,bad
66ab4dccc6537d54ff05fd20,MV_Odneti_trvaleho_pobytu_Kru_po,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66ab4dccc6537d54ff05fd1e,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66ab4dccc6537d54ff05fd1f,Ockovani_JSm,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,good
66abc092c6537d54ff05fd22,11_vizum_po,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66abc092c6537d54ff05fd23,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66abc092c6537d54ff05fd23,11_vizum_pred,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Original,NA,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66b36873c6537d54ff0600fb,230514_Policejni_zprava_orig,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Original,NA,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,good
6611a60ac6537d54ff05e65a,důchod_jinak,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,6611a60ac6537d54ff05e65b,individual,quasiobjective,FALSE,authority,natural person,individual,Anonymized by source,NA,good
6611a60ac6537d54ff05e65b,důchod_původní,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,FALSE,authority,natural person,individual,On-site anonymization,NA,bad
6611a60ac6537d54ff05e65e,vrátit podporu_jinak,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Redesign,6611a60ac6537d54ff05e65f,individual,quasiobjective,FALSE,authority,natural person,individual,On-site anonymization,NA,good
6611a60ac6537d54ff05e65f,vrátit podporu_původní,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,low,false,Original,NA,individual,quasiobjective,FALSE,authority,combined,individual,On-site anonymization,NA,bad
66b36e1cc6537d54ff060105,důchod-dorovnávací přídavek_1298-23_přepis,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66b36e1cc6537d54ff060106,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,good
66b36e1cc6537d54ff060106,důchod-dorovnávací přídavek_1298-23_původní,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,low,false,Original,NA,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,bad
66b36e1cc6537d54ff060107,invalidní důchod_1399-23_přepis,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66b36e1cc6537d54ff060108,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,good
66b36e1cc6537d54ff060108,invalidní důchod_1399-23_původní,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Original,NA,individual,quasiobjective,FALSE,authority,combined,bulk,On-site anonymization,NA,good
66cf572fc6537d54ff061ff6,sluzebni_hodnoceni_prepis,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66cf572fc6537d54ff061ff7,individual,quasiobjective,NA,authority,NA,NA,On-site anonymization,NA,good
66cf572fc6537d54ff061ff7,sluzebni_hodnoceni_puvodni,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,NA,authority,NA,NA,On-site anonymization,NA,bad
66cf572fc6537d54ff061ff8,srazky_z_duchodu_prepis,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,66cf572fc6537d54ff061ff9,individual,quasiobjective,NA,authority,NA,NA,On-site anonymization,NA,good
66cf572fc6537d54ff061ff9,srazky_z_duchodu_puvodni,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,NA,authority,NA,NA,On-site anonymization,NA,bad
66583971c6537d54ff05f0c8,025010As__2300064_20240523091704,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
671a2e57c6537d54ff0626ed,scott vs harris,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,good
671a2e57c6537d54ff0626ee,Tucker vs Southwestern,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,good
671a2e57c6537d54ff0626ef,MATTEL INC v,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,good
67476b48c6537d54ff063934,NSS_645198,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff063935,NSS_645280,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff063936,NSS_645279,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff063937,NSS_645661,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff06393e,NSS_708496,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff06393c,NSS_708487,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff06393b,NSS_708170,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff063941,NSS_674583,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
67476b48c6537d54ff063944,NSS_645239,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,bad
677e929cc6537d54ff06509c,33 Cdo 30_2024,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,good
67843083c6537d54ff06516b,7-Co-1752-2016-Vyber-judikatury,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67843083c6537d54ff06516c,35-C-296-2023-68-www-justice-cz,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67843083c6537d54ff06516d,25-C-205-2023-79-www-justice-cz,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67843084c6537d54ff06516e,8-A-149-2019-99-www-nssoud-cz,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67843084c6537d54ff06516f,36-C-315-2022-28-www-justice-cz,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67843084c6537d54ff065171,Justice.cz___50_C_6_2020-37,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67843084c6537d54ff065170,Justice.cz___11_C_339_2024-31,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678430cbc6537d54ff065173,32-A-6-2021-28-www-nssoud-cz,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67855b52c6537d54ff065188,Krajsky urad_rozhodnuti zmocneni,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,public,On-site anonymization,NA,bad
67855b52c6537d54ff065189,Krajsky urad_usneseni necinnost,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,public,On-site anonymization,NA,bad
67855b52c6537d54ff06518a,Obecni urad_rozhodnuti zadost dle 106pdf,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,public,On-site anonymization,NA,good
67855b52c6537d54ff06518b,Odbor zivotniho prostredi_rozhodnuti,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,public,On-site anonymization,NA,bad
67855b52c6537d54ff06518c,Pravni rada_kanalizace,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,FALSE,individual,natural person,individual,On-site anonymization,NA,good
67855b52c6537d54ff06518d,Pravni rada_oddluzeni,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,FALSE,individual,natural person,individual,On-site anonymization,NA,bad
67855b52c6537d54ff06518f,Pravni rada_kompenzacni bonus,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,FALSE,individual,natural person,individual,On-site anonymization,NA,bad
67855b52c6537d54ff06518e,Pravni rada_najemne,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,FALSE,individual,natural person,individual,On-site anonymization,NA,good
67855b52c6537d54ff065190,Pravni rada_myslivecky sbor,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,FALSE,individual,natural person,individual,On-site anonymization,NA,bad
67855b52c6537d54ff065192,Urad mestske casti_rozhodnuti trvaly pobyt,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,public,Anonymized by source,NA,bad
67855b52c6537d54ff065191,Urad mestske casti_enviro stanovisko,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,public,On-site anonymization,NA,bad
67855b52c6537d54ff065194,Pravni rada_uver SVJ,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,FALSE,individual,natural person,individual,On-site anonymization,NA,bad
67855b52c6537d54ff065193,Pravni rada_zadost nemocnici,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,FALSE,individual,natural person,individual,On-site anonymization,NA,good
678563ecc6537d54ff0651bc,33 Cdo 3794_2023,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563ecc6537d54ff0651bd,33 Cdo 1756_2023,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,low,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651be,33 cdo 1141_2017,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651bf,27 cdo 935_2022,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c0,29 nd 243_2018,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c2,29 icdo 118_2020,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c1,30 cdo 1339_2022,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c4,22 cdo 2827_2018,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c5,26 cdo 1984_2018,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c3,27 cdo 2805_2021,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c6,27 cdo 544_2023,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c8,8 tz 60_2022,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c7,7 Tdo 607_2023,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
678563edc6537d54ff0651c9,23 cdo 2938_2020,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67895a5bc6537d54ff065612,VTK_1As153-2023,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67895a5bc6537d54ff065613,VTK_10As1-2020,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67895a5bc6537d54ff065614,VTK_1As278-2024,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67895a5bc6537d54ff065615,VTK_10Azs459-2021,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,medium,false,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,bad
67895a5bc6537d54ff065616,VTK_10Azs108-201521,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Original,NA,individual,quasiobjective,TRUE,authority,combined,bulk,Anonymized by source,NA,good
66cf51f7c6537d54ff061fbf,Mestsky_urad__Vyzva_k_odstraneni_trabanta,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Original,NA,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66cf51f7c6537d54ff061fc0,Mestsky_urad_Vyhlaseni_zameru_vypujcky_casti_pozemku_anonym_rev,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,good
66cf51f7c6537d54ff061fc2,Mestsky_urad_Rozhodnuti_o_odneti_trvaleho_pobytu_PRED,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Original,NA,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66cf51f7c6537d54ff061fc1,Mestsky_urad_kontrola_po,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,quasiobjective,TRUE,authority,legal person,individual,On-site anonymization,NA,good
66cf51f7c6537d54ff061fc3,Mestsky_urad_kontrola_pred,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,false,Original,NA,individual,quasiobjective,TRUE,authority,legal person,individual,On-site anonymization,NA,good
66cf51f7c6537d54ff061fc4,Mestsky_urad_Rozhodnuti_o_odneti_trvaleho_pobytu_PO,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,quasiobjective,TRUE,authority,natural person,individual,On-site anonymization,NA,good
66cf51f7c6537d54ff061fc5,Mestsky_urad_Vyhlaseni_zameru_vypujcky_casti_pozemku_anonym,TXT,data/KUKY/TXT,KUKY,SourceDB,NA,NA,NA,high,true,Redesign,NA,individual,quasiobjective,TRUE,authority,combined,bulk,On-site anonymization,NA,good
